release_month,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
Apr,1,Bossa Studios,Bossa Studios,0,123,11387,2462,266,258,1000000-2000000,6.99
Mar,1,The Men Who Wear Many Hats,The Men Who Wear Many Hats,0,28,2182,284,203,298,200000-500000,3.99
Aug,1,Team17 Digital Ltd,Team17 Digital Ltd,0,14,1730,556,533,486,500000-1000000,18.99
Dec,1,Lo-Fi Games,Lo-Fi Games,0,0,9512,1171,1756,2026,200000-500000,22.99
Jul,1,@unepic_fran,@unepic_fran,16,57,5899,449,392,342,200000-500000,9.99
Aug,1,MercurySteam - Climax Studios,Konami Digital Entertainment,16,47,3827,953,706,908,200000-500000,19.99
Sep,1,Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux),Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),18,49,36222,3811,1030,699,2000000-5000000,15.99
Apr,1,Born Ready Games Ltd.,Born Ready Games,0,16,459,82,168,168,100000-200000,4.99
Apr,1,Wolfire Games,Wolfire Games,0,0,2627,695,77,112,500000-1000000,3.99
Aug,1,Daedalic Entertainment,Daedalic Entertainment,0,41,1320,99,101,173,50000-100000,26.99
Apr,1,Crocodile Entertainment,Crocodile Entertainment,0,15,244,136,66,66,50000-100000,1.99
May,1,MumboJumbo,MumboJumbo,0,0,67,16,10,10,20000-50000,6.99
Jul,1,Test3 Projects,Paradox Interactive,0,39,2158,361,117,126,500000-1000000,8.99
May,1,XYLA Entertainment,Digital Tribe,0,54,553,341,63,122,100000-200000,7.19
Mar,1,Slightly Mad Studios,Slightly Mad Studios;BANDAI NAMCO Entertainment,0,45,8618,2720,232,282,1000000-2000000,23.39
Jul,1,Harebrained Schemes,Paradox Interactive,0,0,8676,1132,278,240,1000000-2000000,10.99
Oct,1,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,0,54,8209,882,1360,2404,500000-1000000,14.99
Mar,1,Sean Han Tani;Marina Kittaka,Analgesic Productions,0,6,856,154,128,128,100000-200000,6.99
Mar,1,Owlchemy Labs,Owlchemy Labs,0,31,327,92,258,258,50000-100000,10.99
Apr,1,The Story Mechanics,The Secret Experiment,0,20,982,317,218,262,200000-500000,3.99
May,1,Point Five Projects,Digital Tribe,0,14,139,106,83,83,20000-50000,3.99
Feb,1,Double Helix Games;Capcom,Capcom,0,30,2127,401,324,418,500000-1000000,11.99
May,1,Coffee Stain Studios,Coffee Stain Publishing,0,27,1271,169,121,143,100000-200000,3.99
Jan,1,Altar Games,Bohemia Interactive,0,22,923,66,232,232,100000-200000,3.99
Mar,1,Nival,Nival,0,0,1954,1378,28,33,500000-1000000,0
Jun,1,Nival,Nival,0,134,673,213,739,739,100000-200000,6.99
Jun,1,Nival,Nival,0,75,2714,1890,221,221,50000-100000,7.19
Dec,1,Nival,Nival,0,0,617,577,19,19,200000-500000,0
Jan,1,PlatinumGames,Konami Digital Entertainment,18,60,13722,1157,863,870,500000-1000000,19.99
Oct,1,Fatshark,Fatshark,16,108,13905,3560,1200,608,1000000-2000000,22.99
Aug,1,Ubisoft Toronto,Ubisoft,0,0,10016,1982,669,820,500000-1000000,16.99
Dec,1,Days of Wonder,Days of Wonder;Asmodee Digital,0,0,520,174,1364,2708,100000-200000,6.99
May,1,Ludochip,Ludochip,0,13,327,103,36,37,200000-500000,3.99
May,1,Dylan Fitterer,Dylan Fitterer,0,14,3785,882,507,507,200000-500000,10.99
Oct,1,Swing Swing Submarine,Swing Swing Submarine,0,30,371,9,1107,1107,50000-100000,6.99
May,1,Humble Hearts LLC,Microsoft Studios,0,30,15064,625,370,247,1000000-2000000,11.99
Jun,1,Trendy Entertainment,Trendy Entertainment,0,18,10766,3802,523,217,2000000-5000000,0
Feb,1,L3O Interactive,Iceberg Interactive,0,30,243,177,84,84,50000-100000,22.99
Sep,1,Little Green Men Games,Iceberg Interactive,0,52,2604,1126,326,292,500000-1000000,26.99
Jul,1,Zero Point Software,Zero Point Software,0,28,4556,2946,112,159,200000-500000,6.95
Aug,1,Gaijin Entertainment,Gaijin Entertainment,0,46,83852,22166,4200,297,10000000-20000000,0
Apr,1,"FromSoftware, Inc","BANDAI NAMCO Entertainment;FromSoftware, Inc",16,38,30008,3799,2377,3041,1000000-2000000,29.99
Sep,1,"Mine Loader Software Co., Ltd.",BANDAI NAMCO Entertainment,0,12,5988,291,67,73,200000-500000,7.99
Jun,1,Brain Slap Studio,BANDAI NAMCO Entertainment,0,20,18,12,9,9,0-20000,7.99
Feb,1,Serellan LLC,505 Games,0,0,2136,3378,80,89,200000-500000,3.99
Sep,1,Cyanide Studios,Focus Home Interactive,0,31,2734,1085,1433,1433,200000-500000,14.99
May,1,11 bit studios,11 bit studios,0,65,511,121,87,115,200000-500000,11.49
Jun,1,Actalogic,United Independent Entertainment GmbH,0,134,145,486,5,5,50000-100000,6.99
Aug,1,Paradox Development Studio,Paradox Interactive,0,295,40346,8254,8138,4572,1000000-2000000,34.99
Jul,1,KOG,KOG Games,0,0,4755,1511,796,54,1000000-2000000,0
Nov,1,KING Art,KING Art;THQ Nordic,0,39,159,76,34,34,20000-50000,14.99
Jul,1,Crafty Studios,United Independent Entertainment GmbH,0,41,168,139,1,1,50000-100000,10.99
Jun,1,Zeboyd Games,"Penny Arcade, Inc.",0,0,253,57,315,342,200000-500000,1.69
Aug,1,WayForward,Capcom,0,20,3198,523,240,313,200000-500000,11.99
Sep,1,FreakZone Games,Screenwave Media,0,19,2416,298,157,186,100000-200000,3.99
Nov,1,Cipher Prime Studios,Cipher Prime Studios,0,77,349,26,75,75,20000-50000,6.99
Jul,1,Red Thread Games,Red Thread Games,0,59,2829,562,335,335,200000-500000,18.99
Nov,1,Pathea Games,Pathea Games,0,16,3847,1729,545,765,200000-500000,7.19
Feb,1,Idea Factory,Ghostlight LTD,0,50,1199,447,272,272,100000-200000,10.99
May,1,Supergiant Games,Supergiant Games,0,33,22158,1162,353,352,1000000-2000000,15.49
Jan,1,Altar Games,Bohemia Interactive,0,0,210,140,2380,2380,200000-500000,4.99
Jan,1,Stoic,Versus Evil,0,39,9750,1131,164,188,500000-1000000,18.74
Oct,1,Eidos Montreal;Feral Interactive (Mac),Square Enix;Feral Interactive (Mac),16,59,13044,1233,947,875,1000000-2000000,12.99
Jul,1,Interceptor Entertainment,Apogee Software,16,0,198,20,37,37,100000-200000,6.99
Jun,1,Rebellion,Rebellion,0,77,12737,3297,321,331,1000000-2000000,22.99
May,1,Irrational Games;Looking Glass Studios,Nightdive Studios,0,0,4227,274,256,404,500000-1000000,6.99
Nov,1,FarSight Studios,FarSight Studios,0,300,2175,812,6,6,500000-1000000,0
Sep,1,Red Barrels,Red Barrels,0,14,45966,1953,751,166,2000000-5000000,15.49
May,1,Pieces Interactive,Paradox Interactive,0,47,4873,1382,198,166,1000000-2000000,10.99
Oct,1,"Monochrome, Inc","Monochrome, Inc",0,36,9087,3585,366,374,1000000-2000000,6.99
May,1,The Behemoth,The Behemoth,0,30,47342,1290,774,289,2000000-5000000,10.99
Jan,1,Ubisoft,Ubisoft,0,0,1571,780,274,274,100000-200000,20.99
May,1,"Arcen Games, LLC","Arcen Games, LLC",0,80,126,164,68,95,100000-200000,3.99
Oct,1,"Arcen Games, LLC","Arcen Games, LLC",0,220,672,226,249,285,200000-500000,6.99
Jun,1,Mousechief,Mousechief,0,0,356,299,178,178,100000-200000,14.99
Oct,1,Grinding Gear Games,Grinding Gear Games,0,120,71593,6117,5263,492,10000000-20000000,0
Aug,1,Lucas Pope,3909,0,13,25587,1103,674,214,2000000-5000000,6.99
Aug,1,Crackshell,Crackshell,0,38,5092,566,288,279,500000-1000000,6.99
May,1,Square Enix,Square Enix,12,18,1029,250,138,138,200000-500000,10.99
Jan,1,Techland,Techland Publishing,18,68,78192,6176,2033,1299,2000000-5000000,24.99
Feb,1,Eidos-Montréal;Feral Interactive (Mac),Square Enix;Feral Interactive (Mac),16,37,10486,4326,276,192,1000000-2000000,19.99
Sep,1,The Chinese Room,Frictional Games,0,7,4336,2143,100,123,2000000-5000000,14.99
Feb,1,MercurySteam,Konami Digital Entertainment,16,56,2390,479,732,732,200000-500000,24.99
May,1,Toxic Games,Toxic Games,0,53,1194,217,63,76,200000-500000,6.99
Jul,1,Ian Campbell,Ian Campbell,0,32,1635,120,132,171,100000-200000,3.99
Aug,1,Greenheart Games,Greenheart Games,0,35,27373,1436,807,492,1000000-2000000,6.99
Dec,1,DoubleBear Productions,DoubleBear Productions,0,12,1405,526,1264,1264,50000-100000,14.99
Nov,1,Panzar Studio,OVALIS INVESTMENTS LIMITED,0,0,2987,1609,2218,1617,1000000-2000000,0
Jul,1,Blendo Games,Blendo Games,0,10,468,50,316,316,50000-100000,14.99
Aug,1,Yeti Trunk,Chucklefish,0,37,137,86,201,201,20000-50000,6.99
Dec,1,Bennett Foddy,Bennett Foddy,0,3,10964,2913,169,208,1000000-2000000,5.79
Sep,1,inXile Entertainment,inXile Entertainment,18,46,6221,1309,564,624,500000-1000000,23.79
Apr,1,Opus,Marvelous,0,32,425,33,637,637,50000-100000,6.99
Jul,1,Game Dev Castle,Top Meadow,0,22,959,92,102,150,200000-500000,7.19
Sep,1,Frogwares,Focus Home Interactive,0,25,1988,169,464,464,100000-200000,19.99
Sep,1,Ludosity,Ludosity,0,11,62,8,444,444,0-20000,5.79
Jul,1,Ludosity,Ludosity,0,15,940,69,266,378,100000-200000,7.19
Jul,1,Zen Studios,Zen Studios,0,46,1104,129,950,1522,100000-200000,6.99
Dec,1,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,0,0,9479,4636,657,725,200000-500000,25.99
Jun,1,Cellar Door Games,Cellar Door Games,0,29,13854,936,769,644,1000000-2000000,10.99
Aug,1,Exato Games Studio,Reverb Triple XP,0,81,607,636,103,178,100000-200000,10.99
Oct,1,Daedalic Entertainment,Daedalic Entertainment,0,50,1324,163,239,249,200000-500000,16.99
Nov,1,Ubisoft Montreal,Ubisoft,0,0,23904,3362,3234,1761,1000000-2000000,16.99
Jun,1,Hello Games,Hello Games,0,38,199,149,391,424,200000-500000,9.99
Aug,1,Full Control Studios,Full Control,0,28,1292,556,87,87,200000-500000,18.99
Oct,1,Cyanide Studio,Focus Home Interactive,0,33,4506,962,243,248,500000-1000000,24.99
Dec,1,Vlambeer,Vlambeer,0,44,9694,405,682,491,500000-1000000,9.29
Nov,1,NetherRealm Studios;High Voltage Software,Warner Bros. Interactive Entertainment,16,50,8793,1473,288,320,1000000-2000000,14.99
May,1,"Masangsoft, Inc.","Masangsoft, Inc.",0,183,6865,3424,450,254,2000000-5000000,0
Apr,1,Endnight Games Ltd,Endnight Games Ltd,18,45,110460,8881,2417,1127,2000000-5000000,15.49
Sep,1,Phoenix Online Studios,Phoenix Online Publishing,0,59,503,101,111,111,50000-100000,10.99
Oct,1,Carlsen Games,Carlsen Games,0,8,3398,241,205,274,200000-500000,3.99
Apr,1,Indomitus Games,Indomitus Games,0,34,1102,266,286,286,50000-100000,14.99
Apr,1,M2H;Blackmill Games,M2H,0,58,22048,4418,3846,5410,1000000-2000000,15.49
May,1,Big Robot Ltd,Big Robot Ltd,0,0,2760,743,98,120,500000-1000000,14.99
Feb,1,Shining Rock Software LLC,Shining Rock Software LLC,0,36,24653,2820,1209,825,1000000-2000000,14.99
Mar,1,Blackpowder Games,Blackpowder Games,0,21,2601,578,112,123,200000-500000,3.99
Oct,1,Untame,Untame,0,35,436,88,373,455,100000-200000,10.99
Aug,1,Daedalic Entertainment,Daedalic Entertainment,0,31,1352,136,168,250,200000-500000,26.99
Nov,1,Arkedo,Neko Entertainment,0,38,155,42,217,217,20000-50000,4.99
Jul,1,Nadeo,Ubisoft,0,0,282,80,466,782,100000-200000,16.99
Sep,1,Tate Multimedia,Tate Multimedia,0,12,1191,272,166,198,100000-200000,4.99
May,1,Ubisoft,Ubisoft,0,0,15159,7383,1176,1343,500000-1000000,25.99
Aug,1,Double Eleven;Q-Games Ltd.,Double Eleven,0,52,618,185,135,225,200000-500000,6.99
Oct,1,Gamepires,Iceberg Interactive,0,105,2511,415,137,176,200000-500000,18.99
May,1,Spiders,Focus Home Interactive,0,41,1843,943,731,731,200000-500000,14.99
Aug,1,Larian Studios,Larian Studios,0,100,1274,431,430,686,200000-500000,29.99
May,1,Klei Entertainment,Klei Entertainment,0,23,3559,271,325,405,500000-1000000,14.99
Feb,1,Bohemia Interactive,Bohemia Interactive,0,40,850,660,13,13,50000-100000,20.99
Sep,1,777 Studios,1C-777,0,89,736,668,37,37,200000-500000,0
Aug,1,Firaxis Games,2K,0,52,389,181,175,175,500000-1000000,3.99
Nov,1,Firaxis Games,2K,0,50,202,120,193,193,500000-1000000,3.99
Feb,1,Gearbox Software;Aspyr (Mac),Gearbox Publishing;Aspyr (Mac),0,34,5377,827,353,419,500000-1000000,26.99
Dec,1,Kunos Simulazioni,Kunos Simulazioni,0,709,15277,2337,3107,5267,500000-1000000,15.49
May,1,Digitalmindsoft,1C Entertainment,0,490,11389,2025,4678,6473,500000-1000000,19.99
Aug,1,Dead Shark Triplepunch,Dead Shark Triplepunch,0,11,807,418,139,158,200000-500000,0
Oct,1,Mad Orange,Phoenix Online Publishing,0,0,158,75,81,81,50000-100000,6.99
Aug,1,Might and Delight,Might and Delight,0,0,2774,479,77,87,200000-500000,6.99
Aug,1,Iron Galaxy,Iron Galaxy,0,14,1418,268,238,272,200000-500000,3.99
Dec,1,"Schine, GmbH","Schine, GmbH",0,0,1852,772,2957,2998,200000-500000,10.99
Feb,1,Keen Software House,Keen Software House,0,27,60221,9609,3739,1147,2000000-5000000,15.49
Aug,1,Michael Todd Games,Michael Todd Games,0,37,3032,306,242,423,100000-200000,5.49
May,1,Lucky Pause,Lucky Pause,0,0,788,218,130,130,20000-50000,10.99
Feb,1,Poppermost Productions;WastedStudios,Crytek,0,33,7235,3754,8180,64,1000000-2000000,0
Aug,1,Lab Zero Games,Marvelous;Autumn Games,0,16,14298,838,347,276,1000000-2000000,6.99
Oct,1,Ninja Theory,BANDAI NAMCO Entertainment,0,58,3677,650,185,262,200000-500000,14.99
Mar,1,Tindalos Interactive,Focus Home Interactive,0,65,321,509,577,577,50000-100000,7.49
Oct,1,Cyberdreams,Nightdive Studios,0,0,836,106,100,158,100000-200000,4.79
Oct,1,Positech Games,Positech Games,0,42,4492,1596,752,1170,500000-1000000,18.99
Apr,1,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,0,0,1141,615,418,480,200000-500000,16.99
May,1,Haemimont Games,Kalypso Media Digital,0,70,7878,2482,292,364,1000000-2000000,14.99
Sep,1,Double Fine Productions,Double Fine Productions,0,0,412,348,46,46,200000-500000,9.99
Oct,1,Double Fine Productions,Double Fine Productions,0,0,741,3134,228,228,100000-200000,6.99
Jun,1,Double Fine Productions,Double Fine Productions,0,28,1094,449,56,67,200000-500000,14.99
Jan,1,Ironhide Game Studio,Ironhide Game Studio,0,72,5101,182,225,253,200000-500000,6.99
Oct,1,Modern Dream,SEGA,18,33,2280,347,175,185,200000-500000,14.99
Feb,1,Ndemic Creations,Ndemic Creations,0,199,20081,1419,585,480,1000000-2000000,11.99
Apr,1,Broken Rules,Broken Rules,0,19,268,156,6,6,100000-200000,6.99
Jan,1,Ragequit Corporation,Ragequit Corporation,0,0,1560,756,97,118,100000-200000,8.99
Sep,1,ShadowShifters,ShadowShifters,0,0,66,159,3,3,100000-200000,6.19
Jul,1,Aterdux Entertainment,Aterdux Entertainment,0,45,1013,298,506,674,100000-200000,14.99
Dec,1,WildTangent,WildTangent,0,10,857,78,11,11,100000-200000,5.59
Jul,1,QUByte Interactive;Commotion Games Pty Ltd,Commotion Games Pty Ltd,0,0,26,58,1,1,0-20000,6.99
Oct,1,RuneStorm,RuneStorm,0,85,6753,580,589,580,500000-1000000,9.99
Sep,1,Black Forest Games,HandyGames;Black Forest Games,0,17,267,52,99,99,100000-200000,3.99
Feb,1,Nomad Games,Asmodee Digital,0,237,2975,986,332,531,200000-500000,5.19
Oct,1,Vertigo Gaming Inc.,Vertigo Gaming Inc.,0,52,4232,235,381,501,200000-500000,6.99
Apr,1,Brace Yourself Games,Brace Yourself Games;Klei Entertainment,0,44,14162,533,326,290,1000000-2000000,10.99
Oct,1,Studio Bean,Adult Swim Games,0,19,615,67,130,130,50000-100000,5.59
Sep,1,Crazy Viking Studios,Adult Swim Games,0,20,1698,387,231,307,200000-500000,6.99
Jan,1,Io-Interactive A/S,Io-Interactive A/S,16,0,1000,195,15,16,500000-1000000,8.29
Oct,1,Rising Star Games,Rising Star Games,18,60,2038,916,318,368,200000-500000,19.99
Jun,1,Phosphor Games Studio,"Nether Productions, LLC",0,0,7456,10167,257,291,500000-1000000,6.99
Nov,1,The Tiniest Shark,Positech,0,20,152,221,281,281,20000-50000,6.99
Jul,1,Keen Games,Deep Silver,16,45,954,2861,182,306,200000-500000,10.99
Oct,1,Nifflas' Games,Ripstone,16,20,275,41,228,228,50000-100000,4.99
Jul,1,GalaxyTrail,GalaxyTrail,0,56,3549,163,259,231,200000-500000,10.99
Sep,1,North of Earth,North of Earth,0,0,241,135,96,96,20000-50000,7.19
Nov,1,Dekovir Entertainment,Black Maple Games,0,75,6946,984,1891,3010,200000-500000,13.99
Sep,1,Saibot Studios,Saibot Studios,0,13,364,188,130,130,50000-100000,6.99
Aug,1,Biart Company LLC,Biart Company LLC,0,17,659,227,288,371,200000-500000,10.99
Oct,1,Team Reptile,Team Reptile,0,30,866,108,57,58,200000-500000,11.99
May,1,Nabi Studios,"Nicalis, Inc.",0,24,11143,1563,130,42,2000000-5000000,0
Oct,1,KillHouse Games,KillHouse Games,0,43,5834,349,366,483,500000-1000000,14.99
Nov,1,Flyleap Studios Pty. Ltd.,Flyleap Studios Pty. Ltd.,0,52,492,585,22,22,50000-100000,11.99
Dec,1,Hitcents,Hitcents,0,52,783,248,84,108,100000-200000,2.79
Nov,1,Hopoo Games,Chucklefish,0,15,22700,1589,946,610,1000000-2000000,6.99
Dec,1,Blue Bottle Games,Blue Bottle Games,0,0,2947,319,906,1252,100000-200000,11.39
Oct,1,AMPLITUDE Studios,SEGA,0,33,7423,1046,648,295,500000-1000000,8.99
Nov,1,Traveller's Tales,Warner Bros. Interactive Entertainment;Feral Interactive (Mac),0,45,8797,691,4034,3514,500000-1000000,14.99
Aug,1,Piranha Bytes,Deep Silver,16,50,2756,1144,412,589,500000-1000000,10.99
Oct,1,Petit Depotto,AGM PLAYISM,0,20,1120,126,86,86,100000-200000,2.79
Sep,1,Screwfly Studios,Screwfly Studios,0,12,273,131,298,356,50000-100000,1.69
Jan,1,Jason Rohrer,Jason Rohrer,0,0,176,190,38,38,0-20000,12.49
Dec,1,Rain Games,Rain Games,0,36,1581,258,449,665,200000-500000,6.99
Jun,1,Evolutionary Games,Evolutionary Games,0,50,41,33,112,138,50000-100000,1.99
Jan,1,Daedalic Entertainment,Daedalic Entertainment,0,45,1669,1050,174,232,500000-1000000,26.99
Sep,1,Zootfly,505 Games,0,29,1685,138,57,98,100000-200000,3.99
Sep,1,5th Cell Media,Warner Bros. Interactive Entertainment,0,40,1284,287,124,124,200000-500000,14.99
Oct,1,BetaDwarf,BetaDwarf,0,24,1804,621,241,407,500000-1000000,10.99
Apr,1,Infinite Monkeys Entertainment Ltd.,Infinite Monkeys Entertainment Ltd.,0,21,1516,63,151,256,100000-200000,6.99
Jan,1,Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com;sanodg (Nobuyoshi Sano),FullPowerSideAttack.com,0,13,15,4,162,162,0-20000,6.99
Sep,1,Witch Beam,Witch Beam,0,29,1282,71,379,379,100000-200000,10.99
Feb,1,SNK CORPORATION;DotEmu,SNK CORPORATION,0,30,5229,553,212,242,500000-1000000,5.99
Feb,1,Necrophone Games,Necrophone Games,0,24,4136,393,305,402,200000-500000,10.99
Oct,1,Telltale Games,Telltale Games,16,35,21127,517,675,616,1000000-2000000,11.99
Dec,1,Eric Hartman;Ben Garney;Anthony Rotondo,Step 1 Games LLC,0,11,3706,1444,625,1054,200000-500000,7.19
Oct,1,Ice-Pick Lodge,Ice-Pick Lodge,0,18,946,132,507,570,50000-100000,6.99
Aug,1,Eko Software,505 Games,0,43,12965,2751,333,256,1000000-2000000,10.99
Jan,1,Archive Entertainment,Archive Entertainment,0,24,2822,1972,31,31,500000-1000000,0
Oct,1,ClockStone,Headup Games,0,57,840,286,158,298,200000-500000,6.99
Oct,1,sparsevector,sparsevector,0,0,1691,93,270,261,100000-200000,2.09
Dec,1,Stygian Software,Stygian Software,0,53,1485,252,29,29,100000-200000,9.99
Dec,1,3 Sprockets,3 Sprockets,0,60,1004,256,283,300,100000-200000,6.99
Oct,1,Digerati Distribution,Digerati Distribution,0,45,961,430,321,391,100000-200000,6.99
Feb,1,Krillbite Studio,Krillbite Studio,0,1,19476,1644,8,11,500000-1000000,0
May,1,Krillbite Studio,Krillbite Studio,0,10,3897,608,83,83,200000-500000,13.49
Apr,1,souvenir circ.,Nyu Media,0,45,268,62,416,416,20000-50000,5.59
Sep,1,Platine Dispositif,Rockin' Android;Rockin Android,0,32,221,100,425,425,20000-50000,6.99
Dec,1,Capybara Games,Capybara Games,0,10,340,143,72,72,0-20000,19.99
Aug,1,Capybara Games,Capybara Games,0,33,675,72,133,184,100000-200000,10.99
Jun,1,Yacht Club Games,Yacht Club Games,0,85,9334,332,501,611,500000-1000000,18.99
Nov,1,"Nicalis, Inc.","Nicalis, Inc.",16,403,72830,1840,4583,3236,2000000-5000000,10.99
Apr,1,Eugen Systems,Focus Home Interactive,0,0,7949,1137,1702,2288,500000-1000000,24.99
Apr,1,Behold Studios,Behold Studios,0,43,2656,197,188,249,200000-500000,11.39
Jul,1,Nihon Falcom,"XSEED Games;Marvelous USA, Inc.",0,27,3413,318,3755,3755,200000-500000,12.99
Oct,1,9heads Game Studios,9heads Game Studios,0,37,2538,974,450,872,200000-500000,15.49
Aug,1,Tuque Games,Perfect World Entertainment,0,50,307,87,252,252,50000-100000,7.19
Oct,1,Nocturnal works,Nocturnal works,0,0,130,99,208,208,20000-50000,9.99
Mar,1,Matt Thorson,Matt Makes Games Inc.,0,30,1906,125,337,340,200000-500000,10.99
Nov,1,11 bit studios,11 bit studios,0,35,433,113,261,287,100000-200000,3.99
Dec,1,The Fun Pimps,The Fun Pimps Entertainment LLC,0,43,60718,16905,2953,574,2000000-5000000,18.99
Dec,1,Vivid Games,Mastertronic,0,22,345,186,91,121,100000-200000,6.99
Oct,1,Auroch Digital,Auroch Digital,0,23,176,148,141,223,100000-200000,3.99
Oct,1,Almost Human Games,Almost Human Games,0,60,2075,215,951,1191,200000-500000,17.99
Oct,1,Acclaim Studios Teeside,Nightdive Studios,16,0,409,55,48,48,50000-100000,3.99
Oct,1,Wales Interactive,Wales Interactive,0,20,465,150,173,173,50000-100000,11.99
Feb,1,OVERDRIVE,MangaGamer,16,85,2319,313,184,226,200000-500000,6.99
Aug,1,Vertigo Games,Vertigo Games,0,13,349,264,693,1352,20000-50000,14.99
Oct,1,Firebrand Games,Firebrand Games,0,32,217,69,135,201,100000-200000,6.99
Sep,1,Cornered Rat Software,Cornered Rat Software,0,0,905,1300,10,10,200000-500000,0
Nov,1,Hanako Games,Hanako Games,0,45,5656,305,350,397,200000-500000,6.99
Feb,1,JoyMasher,JoyMasher,0,32,589,123,294,295,100000-200000,3.99
Oct,1,Endlessfluff Games,Endlessfluff Games,0,77,1934,345,1234,2353,100000-200000,10.99
Mar,1,GameCask,GameCask,0,0,38,272,108,108,20000-50000,4.99
Sep,1,Asteroid Base,Asteroid Base,0,28,1870,105,249,249,200000-500000,10.99
Jul,1,Victor Solodilov;Denis Novikov,tinyBuild,0,19,713,49,140,140,100000-200000,3.99
Nov,1,11 bit studios,11 bit studios,0,39,262,63,152,152,100000-200000,3.99
Mar,1,Spark Unlimited;comcept Inc.;Team NINJA,"KOEI TECMO GAMES CO., LTD.",0,49,247,120,68,68,20000-50000,22.99
Nov,1,Simon Roth,Machine Studios,0,0,462,463,19,19,50000-100000,17.98
Dec,1,Frima Studio,Frima Studio,0,37,166,89,133,133,50000-100000,3.99
Dec,1,"Dejobaan Games, LLC;Popcannibal","Dejobaan Games, LLC",0,3,173,89,3,3,50000-100000,10.99
Oct,1,Studio Evil,Studio Evil,0,40,533,92,173,173,100000-200000,6.99
Oct,1,Blue Isle Studios,Blue Isle Studios,0,21,4468,578,46,46,200000-500000,6.99
Feb,1,WayForward;Abstraction Games,Midnight City;Majesco Entertainment,0,29,1520,449,182,198,100000-200000,6.99
Dec,1,Image & Form Games,Image & Form Games,0,24,4095,311,169,250,500000-1000000,6.99
Apr,1,Zero Sum Games,Iceberg Interactive,0,34,967,758,833,833,50000-100000,22.99
Nov,1,MinMax Games Ltd.,MinMax Games Ltd.,0,42,1667,437,1244,1244,100000-200000,14.99
Feb,1,Facepunch Studios,Facepunch Studios,18,48,220370,53709,9352,2234,5000000-10000000,27.79
